Date,Open,High,Low,Close,Volume,Adj Close
2016-04-01,2.40,2.49,2.34,2.47,44348400,2.45
2016-03-31,2.38,2.45,2.31,2.37,13387400,2.35
2016-03-30,2.28,2.40,2.27,2.39,10807400,2.37
2016-03-29,2.33,2.33,2.23,2.28,14170200,2.26
2016-03-28,2.33,2.33,2.33,2.33,000,2.31
2016-03-25,2.33,2.33,2.33,2.33,000,2.31
2016-03-24,2.36,2.37,2.31,2.33,9910000,2.31
2016-03-23,2.34,2.42,2.32,2.38,18984000,2.36
2016-03-22,2.42,2.42,2.33,2.34,8544000,2.32
2016-03-21,2.45,2.45,2.37,2.38,19084000,2.36
2016-03-18,2.44,2.52,2.38,2.47,46086300,2.45
2016-03-17,2.30,2.43,2.29,2.42,36424000,2.40
2016-03-16,2.33,2.33,2.26,2.27,18690000,2.25
2016-03-15,2.37,2.37,2.26,2.28,22078700,2.26
2016-03-14,2.26,2.46,2.25,2.36,41916800,2.34
2016-03-11,2.25,2.28,2.19,2.26,25557900,2.24
2016-03-10,2.26,2.32,2.20,2.24,15794100,2.22
2016-03-09,2.35,2.35,2.23,2.26,19434000,2.24
2016-03-08,2.36,2.41,2.32,2.36,26690400,2.34
2016-03-07,2.45,2.46,2.30,2.36,23790200,2.34
2016-03-04,2.30,2.45,2.30,2.43,33232100,2.41
2016-03-03,2.28,2.35,2.24,2.28,16996600,2.26
2016-03-02,2.05,2.35,2.05,2.29,40206200,2.27
2016-03-01,1.95,2.03,1.90,2.02,14038000,2.00
2016-02-29,2.02,2.02,1.91,1.93,14138000,1.91
2016-02-26,1.93,2.04,1.88,2.03,16397100,2.01
2016-02-25,1.99,2.00,1.85,1.87,8971500,1.86
2016-02-24,2.03,2.03,1.97,2.01,7752800,1.99
2016-02-23,2.06,2.07,2.02,2.04,5390000,2.02
2016-02-22,2.04,2.10,2.00,2.02,9094400,2.00
2016-02-19,2.05,2.08,2.02,2.06,11180000,2.04
2016-02-18,2.02,2.08,1.99,2.07,18119700,2.05
2016-02-17,1.89,2.03,1.88,1.95,16106900,1.93
2016-02-16,1.85,1.89,1.83,1.86,5452000,1.85
2016-02-15,1.77,1.84,1.76,1.83,13550500,1.82
2016-02-12,1.77,1.79,1.74,1.75,8257800,1.74
2016-02-11,1.80,1.83,1.77,1.78,14748000,1.77
2016-02-10,1.89,1.89,1.89,1.89,000,1.88
2016-02-09,1.89,1.89,1.89,1.89,000,1.88
2016-02-08,1.89,1.89,1.89,1.89,000,1.88
2016-02-05,1.86,1.91,1.86,1.89,5046000,1.88
2016-02-04,1.90,1.90,1.86,1.87,4591200,1.86
2016-02-03,1.87,1.89,1.82,1.89,9144000,1.88
2016-02-02,1.87,1.91,1.86,1.90,3862500,1.89
2016-02-01,1.88,1.90,1.86,1.89,6857700,1.88
2016-01-29,1.85,1.91,1.84,1.86,20711400,1.85
