Date,Open,High,Low,Close,Volume,Adj Close
2016-04-01,3.46,3.58,3.45,3.49,14654300,3.481
2016-03-31,3.47,3.48,3.36,3.47,15016300,3.461
2016-03-30,3.42,3.50,3.42,3.50,9318800,3.491
2016-03-29,3.42,3.44,3.36,3.42,9880600,3.411
2016-03-28,3.43,3.43,3.43,3.43,000,3.421
2016-03-25,3.43,3.43,3.43,3.43,000,3.421
2016-03-24,3.26,3.47,3.25,3.43,29235600,3.421
2016-03-23,3.20,3.29,3.19,3.29,10467600,3.281
2016-03-22,3.25,3.27,3.17,3.22,10439200,3.212
2016-03-21,3.31,3.31,3.22,3.28,10190600,3.271
2016-03-18,3.26,3.31,3.20,3.30,20480700,3.291
2016-03-17,3.08,3.30,3.07,3.26,62129000,3.251
2016-03-16,3.05,3.06,2.96,3.01,22396600,3.002
2016-03-15,2.90,2.94,2.86,2.92,7059200,2.912
2016-03-14,2.91,2.94,2.88,2.90,5197300,2.892
2016-03-11,2.92,2.95,2.88,2.91,2978200,2.902
2016-03-10,2.94,2.94,2.87,2.92,2413500,2.912
2016-03-09,2.93,2.95,2.87,2.90,6027300,2.892
2016-03-08,3.00,3.04,2.93,2.94,4540000,2.932
2016-03-07,3.00,3.05,2.98,3.04,7871300,3.032
2016-03-04,2.96,3.00,2.96,2.98,5694800,2.972
2016-03-03,2.99,3.05,2.94,2.96,5804700,2.952
2016-03-02,2.91,3.00,2.91,2.99,10456800,2.982
2016-03-01,2.77,2.92,2.76,2.91,7583300,2.902
2016-02-29,2.80,2.82,2.78,2.78,7605600,2.773
2016-02-26,2.74,2.78,2.73,2.78,8146500,2.773
2016-02-25,2.71,2.74,2.65,2.66,6157900,2.653
2016-02-24,2.72,2.77,2.70,2.72,5472000,2.713
2016-02-23,2.78,2.78,2.73,2.75,6054900,2.743
2016-02-22,2.75,2.78,2.71,2.77,5994400,2.763
2016-02-19,2.86,2.86,2.72,2.75,8833000,2.743
2016-02-18,2.81,2.87,2.80,2.86,5882800,2.853
2016-02-17,2.77,2.81,2.73,2.78,6148000,2.773
2016-02-16,2.70,2.75,2.70,2.73,5059000,2.723
2016-02-15,2.67,2.76,2.64,2.72,5283800,2.713
2016-02-12,2.62,2.72,2.56,2.62,10223100,2.613
2016-02-11,2.80,2.85,2.61,2.62,10603000,2.613
2016-02-10,2.82,2.82,2.82,2.82,000,2.813
2016-02-09,2.82,2.82,2.82,2.82,000,2.813
2016-02-08,2.82,2.82,2.82,2.82,000,2.813
2016-02-05,2.82,2.84,2.77,2.82,7526400,2.813
2016-02-04,2.84,2.84,2.81,2.83,5586000,2.823
2016-02-03,2.85,2.90,2.79,2.85,6395800,2.843
2016-02-02,2.85,2.90,2.82,2.87,4308800,2.863
2016-02-01,2.88,2.88,2.81,2.84,10076000,2.833
2016-01-29,2.75,2.82,2.75,2.77,9435500,2.763
2016-01-28,2.76,2.79,2.76,2.78,1842000,2.773
2016-01-27,2.92,2.93,2.78,2.80,11772200,2.793
2016-01-26,2.98,2.98,2.88,2.90,15388700,2.892
2016-01-25,2.78,2.90,2.78,2.89,8721300,2.882
2016-01-22,2.75,2.81,2.72,2.73,7483800,2.723
2016-01-21,2.77,2.84,2.72,2.72,6273700,2.713
2016-01-20,2.89,2.90,2.75,2.78,10533200,2.773
2016-01-19,2.81,2.89,2.79,2.85,5952800,2.843
2016-01-18,2.80,2.81,2.72,2.80,8632200,2.793
2016-01-15,2.85,2.87,2.78,2.79,7794500,2.783
2016-01-14,2.85,2.87,2.76,2.85,10271800,2.843
2016-01-13,2.80,2.88,2.80,2.87,7884000,2.863
2016-01-12,2.80,2.86,2.74,2.77,10153800,2.763
2016-01-11,2.91,2.91,2.80,2.83,6962600,2.823
2016-01-08,2.89,2.93,2.83,2.91,8249500,2.902
2016-01-07,2.90,2.92,2.77,2.86,9772400,2.853
2016-01-06,2.97,2.97,2.89,2.90,6586400,2.892
2016-01-05,2.99,3.00,2.91,2.94,5719500,2.932
2016-01-04,2.97,3.01,2.90,2.96,6544700,2.952
2016-01-01,2.96,2.96,2.96,2.96,000,2.952
2015-12-31,3.00,3.00,2.91,2.96,6036100,2.952
2015-12-30,3.11,3.11,2.96,3.00,6596100,2.992
2015-12-29,3.04,3.08,2.97,3.07,7473900,3.062
2015-12-28,3.08,3.13,3.00,3.04,8372500,3.032
2015-12-25,3.07,3.07,3.07,3.07,000,3.062
2015-12-24,3.04,3.07,3.03,3.07,7514000,3.062
2015-12-23,2.88,3.00,2.86,3.00,17094100,2.992
2015-12-22,2.89,2.89,2.81,2.84,7054400,2.833
2015-12-21,2.75,2.88,2.75,2.88,16177600,2.872
2015-12-18,2.99,3.00,2.74,2.75,34362200,2.743
2015-12-17,3.21,3.23,2.97,3.00,28670300,2.992
2015-12-16,3.24,3.28,3.18,3.20,6828400,3.192
2015-12-15,3.25,3.25,3.16,3.19,5934500,3.182
2015-12-14,3.38,3.38,3.19,3.23,6326100,3.222
2015-12-11,3.37,3.38,3.31,3.33,3491700,3.321
2015-12-10,3.41,3.41,3.36,3.37,4128000,3.361
2015-12-09,3.40,3.43,3.39,3.41,2346100,3.401
2015-12-08,3.40,3.41,3.38,3.40,4534700,3.391
2015-12-07,3.50,3.51,3.41,3.42,5373600,3.411
2015-12-04,3.47,3.50,3.42,3.50,3237000,3.491
2015-12-03,3.51,3.54,3.45,3.47,7196800,3.461
2015-12-02,3.62,3.62,3.53,3.55,8055300,3.541
2015-12-01,3.55,3.63,3.50,3.62,4670100,3.611
2015-11-30,3.66,3.66,3.51,3.52,6361300,3.511
2015-11-27,3.67,3.69,3.61,3.66,4031100,3.65
2015-11-26,3.69,3.69,3.61,3.65,4613500,3.64
2015-11-25,3.67,3.67,3.60,3.66,2968000,3.65
2015-11-24,3.66,3.66,3.57,3.61,4925200,3.601
2015-11-23,3.67,3.69,3.61,3.66,2834000,3.65
2015-11-20,3.55,3.69,3.52,3.65,10449200,3.64
2015-11-19,3.49,3.56,3.49,3.52,5403200,3.511
2015-11-18,3.49,3.50,3.43,3.44,4371200,3.431
2015-11-17,3.50,3.54,3.44,3.46,6129000,3.451
2015-11-16,3.45,3.48,3.42,3.42,3150700,3.411
2015-11-13,3.54,3.54,3.46,3.47,3232700,3.461
2015-11-12,3.50,3.53,3.49,3.50,3466400,3.491
2015-11-11,3.50,3.55,3.48,3.51,5382700,3.501
2015-11-10,3.63,3.63,3.48,3.49,11202900,3.481
