Date,Open,High,Low,Close,Volume,Adj Close
2016-04-01,48.00,48.00,47.10,47.20,2371400,41.9624
2016-03-31,48.25,48.25,47.50,47.55,4439600,42.2736
2016-03-30,47.90,48.60,47.40,48.55,6185400,43.1626
2016-03-29,46.00,47.45,46.00,47.30,4845200,42.0513
2016-03-28,46.20,46.20,46.20,46.20,000,41.0734
2016-03-25,46.20,46.20,46.20,46.20,000,41.0734
2016-03-24,46.60,46.90,45.95,46.20,5093000,41.0734
2016-03-23,46.50,47.35,46.50,47.05,7569000,41.8291
2016-03-22,52.195,52.195,50.38,51.095,19302300,45.4252
2016-03-21,52.91,54.285,52.91,53.295,5985100,47.3811
2016-03-18,52.47,52.635,51.755,52.635,4057200,46.7943
2016-03-17,52.085,52.965,51.70,52.085,4026500,46.3054
2016-03-16,51.15,52.03,51.15,51.48,2013900,45.7675
2016-03-15,51.095,51.645,50.875,51.04,3856100,45.3763
2016-03-14,50.27,51.315,49.885,51.205,4407100,45.523
2016-03-11,48.95,49.72,48.675,49.555,2288100,44.0561
2016-03-10,48.73,49.72,48.73,49.225,3189100,43.7627
2016-03-09,48.29,49.115,47.905,48.84,2053200,43.4205
2016-03-08,49.17,49.39,48.565,48.785,2383900,43.3716
2016-03-07,49.83,50.05,48.455,49.50,3864200,44.0072
2016-03-04,48.18,49.885,47.685,49.83,4230000,44.3006
2016-03-03,48.125,48.235,47.355,48.125,3632600,42.7848
2016-03-02,49.72,49.72,47.355,47.85,6637700,42.5403
2016-03-01,46.31,47.63,46.255,47.465,3520600,42.198
2016-02-29,46.42,46.53,45.87,46.20,2989700,41.0734
2016-02-26,46.09,46.42,45.65,46.145,3471300,41.0245
2016-02-25,46.53,46.64,44.99,45.265,3192900,40.2422
2016-02-24,46.97,47.30,45.815,46.585,2206700,41.4157
2016-02-23,46.75,47.135,46.31,46.97,5263700,41.758
2016-02-22,46.035,46.53,45.65,46.365,4129000,41.2201
2016-02-19,46.42,46.475,45.32,45.595,2855300,40.5355
2016-02-18,45.65,45.925,44.935,45.485,2940600,40.4377
2016-02-17,44.825,45.76,44.33,44.605,2470500,39.6554
2016-02-16,44.44,45.265,44.11,45.045,4692100,40.0466
2016-02-15,43.78,44.385,43.615,44.11,4514900,39.2153
2016-02-12,43.12,44.33,42.68,42.735,9462700,37.9929
2016-02-11,42.295,43.23,42.295,42.68,7455800,37.944
2016-02-10,44.385,44.385,44.385,44.385,000,39.4598
2016-02-09,44.385,44.385,44.385,44.385,000,39.4598
2016-02-08,44.385,44.385,44.385,44.385,000,39.4598
2016-02-05,44.77,44.77,44.275,44.385,2844500,39.4598
2016-02-04,44.055,44.715,43.945,44.055,6262600,39.1664
2016-02-03,44.55,44.88,43.12,43.505,30401700,38.6775
2016-02-02,46.145,46.20,45.32,45.375,3676000,40.3399
2016-02-01,46.365,46.97,45.925,46.365,5653700,41.2201
2016-01-29,46.75,47.08,45.375,46.20,10181400,41.0734
2016-01-28,44.88,47.85,44.11,47.025,17558200,41.8069
2016-01-27,42.90,44.66,42.57,44.055,7216600,39.1664
2016-01-26,42.405,42.57,41.14,41.745,4207000,37.1128
2016-01-25,43.01,43.89,42.515,42.625,3226200,37.8951
2016-01-22,42.46,43.065,41.36,42.295,10860800,37.6017
2016-01-21,44.88,44.88,41.36,41.47,7391700,36.8683
2016-01-20,45.98,46.64,43.285,44.165,12592400,39.2642
2016-01-19,46.20,47.245,45.76,47.245,3234300,42.0024
2016-01-18,45.485,45.98,45.155,45.815,2503000,40.7311
2016-01-15,46.75,47.30,45.705,45.925,3598200,40.8289
2016-01-14,46.86,47.30,45.925,47.19,2697500,41.9535
2016-01-13,47.74,48.235,47.135,47.795,3811900,42.4914
2016-01-12,48.95,49.06,47.025,47.30,5647600,42.0513
2016-01-11,49.39,49.775,48.40,48.455,3366200,43.0782
2016-01-08,50.655,51.425,49.885,50.105,1627100,44.5451
2016-01-07,50.875,51.26,49.83,50.545,2221400,44.9363
2016-01-06,51.315,51.535,51.04,51.04,1637400,45.3763
2016-01-05,52.195,52.195,50.875,51.315,2185300,45.6208
2016-01-04,51.92,52.14,51.095,52.085,3121800,46.3054
2016-01-01,52.25,52.25,52.25,52.25,000,46.4521
2015-12-31,52.305,52.36,51.975,52.25,1613700,46.4521
2015-12-30,52.36,52.635,52.085,52.36,921200,46.5499
2015-12-29,52.36,52.525,51.975,52.305,849200,46.501
2015-12-28,52.965,52.965,52.195,52.47,618500,46.6476
2015-12-25,52.965,52.965,52.965,52.965,000,47.0877
2015-12-24,53.295,53.295,52.525,52.965,1681100,47.0877
2015-12-23,52.91,53.02,52.47,53.02,3005800,47.1366
2015-12-22,52.745,53.13,51.865,53.02,1504500,47.1366
2015-12-21,52.415,53.02,52.305,52.47,2205100,46.6476
2015-12-18,51.865,53.02,51.70,52.525,2793800,46.6965
2015-12-17,52.25,52.36,51.70,52.195,2239100,46.4032
2015-12-16,51.70,52.03,51.315,51.92,1939600,46.1587
2015-12-15,51.15,51.205,50.545,50.93,2340200,45.2785
2015-12-14,50.82,51.37,50.49,51.26,1946000,45.5719
2015-12-11,51.865,52.14,51.15,51.315,1603100,45.6208
2015-12-10,51.425,51.865,51.425,51.59,1241200,45.8653
2015-12-09,52.80,52.80,51.645,51.755,3063800,46.012
2015-12-08,53.13,53.13,52.03,52.635,2138100,46.7943
2015-12-07,52.965,53.57,52.80,52.855,5827800,46.9899
2015-12-04,52.91,53.35,52.25,52.855,7549800,46.9899
2015-12-03,53.90,54.12,52.745,52.80,3552300,46.941
2015-12-02,53.68,54.56,53.515,53.90,3203800,47.919
2015-12-01,52.91,53.735,52.085,53.46,3732600,47.5278
2015-11-30,53.24,53.24,52.25,52.525,2753000,46.6965
2015-11-27,54.01,54.01,52.69,52.80,2671500,46.941
2015-11-26,55.605,55.99,53.68,53.68,2600200,47.7234
2015-11-25,53.24,53.735,52.91,53.625,1936600,47.6745
2015-11-24,53.845,53.845,52.91,53.405,2019800,47.4789
2015-11-23,54.395,54.395,53.46,53.845,1748000,47.8701
2015-11-20,53.185,54.395,52.69,54.285,3148800,48.2612
2015-11-19,52.745,52.965,52.36,52.635,2088500,46.7943
2015-11-18,53.02,53.02,51.975,52.03,1540000,46.2565
2015-11-17,52.415,53.24,51.865,52.69,1979500,46.8432
2015-11-16,51.645,52.25,51.26,51.865,1865900,46.1098
2015-11-13,52.47,52.855,52.03,52.525,2012900,46.6965
2015-11-12,52.58,53.79,52.195,53.68,2915700,47.7234
2015-11-11,51.92,52.745,51.865,52.25,2321100,46.4521
2015-11-10,52.36,52.635,51.755,51.81,4221300,46.0609
2015-11-09,53.35,54.01,52.965,53.24,1961300,47.3322
2015-11-06,55.055,55.055,53.735,53.955,2679300,47.9679
2015-11-05,55.11,55.66,54.56,55.165,2818300,49.0436
2015-11-04,54.01,55.99,54.01,55.165,4315300,49.0436
2015-11-03,53.90,54.23,53.46,53.90,3624800,47.919
2015-11-02,53.35,53.68,52.91,53.295,4733700,47.3811
2015-10-30,55.00,55.66,54.505,54.615,2617100,48.5546
2015-10-29,56.155,56.54,55.055,55.495,2844600,49.337
2015-10-28,55.55,56.43,55.55,56.265,1305700,50.0215
2015-10-27,55.825,56.32,54.505,55.935,1775200,49.7282
2015-10-26,56.76,56.76,55.825,56.10,1982800,49.8748
2015-10-23,55.99,56.43,55.935,56.32,4436300,50.0704
2015-10-22,54.505,55.275,54.01,54.89,3115900,48.7991
2015-10-21,54.56,54.56,54.56,54.56,000,48.5057
2015-10-20,54.56,55.22,54.285,54.56,1681000,48.5057
2015-10-19,55.055,55.44,54.505,55.055,1474500,48.9458
2015-10-16,55.00,55.55,54.835,55.495,1953100,49.337
2015-10-15,53.955,54.835,53.13,54.725,2699500,48.6524
2015-10-14,53.075,53.90,52.965,53.515,1776200,47.5767
2015-10-13,53.075,53.68,52.69,53.24,2750500,47.3322
2015-10-12,52.855,53.295,52.635,53.24,1796500,47.3322
2015-10-09,53.295,53.68,52.69,52.855,2767600,46.9899
2015-10-08,53.075,53.405,52.415,53.24,2760000,47.3322
2015-10-07,52.47,53.57,52.25,53.515,4621800,47.5767
2015-10-06,53.24,53.35,52.195,52.69,3179600,46.8432
2015-10-05,52.25,52.91,52.25,52.80,2874400,46.941
2015-10-02,51.70,51.70,51.15,51.425,3335900,45.7186
2015-10-01,50.71,50.71,50.71,50.71,000,45.0829
2015-09-30,50.985,51.535,50.435,50.71,4088500,45.0829
2015-09-29,50.93,51.04,49.665,50.435,4397200,44.8385
2015-09-28,51.975,51.975,51.975,51.975,000,46.2076
2015-09-25,51.535,52.36,51.205,51.975,3665200,46.2076
2015-09-24,52.085,53.13,51.48,52.03,3279500,46.2565
2015-09-23,52.635,52.69,51.535,52.25,3192500,46.4521
2015-09-22,53.35,53.68,52.91,53.13,2680100,47.2344
2015-09-21,53.57,53.625,53.075,53.35,3992500,47.43
2015-09-18,53.02,54.945,53.02,54.615,8805000,48.5546
2015-09-17,54.395,54.45,52.69,52.80,5988200,46.941
2015-09-16,53.46,54.01,52.69,53.845,6071800,47.8701
2015-09-15,54.34,54.34,52.91,52.965,3927200,47.0877
2015-09-14,54.23,54.34,53.625,54.065,5621100,48.0657
2015-09-11,55.825,55.825,53.79,54.01,10943300,48.0168
2015-09-10,55.11,55.88,54.725,55.385,5836800,49.2392
2015-09-09,53.845,56.65,53.295,56.43,8954200,50.1682
2015-09-08,51.205,52.80,50.49,52.69,4327100,46.8432
2015-09-07,51.15,51.865,50.38,50.82,2803100,45.1807
2015-09-04,51.59,51.92,50.49,50.875,3666000,45.2296
2015-09-03,50.875,50.875,50.875,50.875,000,45.2296
2015-09-02,51.70,51.70,50.05,50.875,4158400,45.2296
2015-09-01,53.185,53.185,50.655,50.985,4148900,44.9558
2015-08-31,53.02,53.405,51.865,52.525,4154700,46.3137
2015-08-28,53.735,54.395,52.80,53.13,5347600,46.8472
2015-08-27,51.70,53.845,51.59,53.68,5269000,47.3321
2015-08-26,52.195,52.195,50.71,50.765,5793900,44.7618
2015-08-25,50.60,52.525,50.27,51.535,9133600,45.4408
2015-08-24,51.04,52.525,50.545,50.71,9823700,44.7133
2015-08-21,49.83,52.80,49.28,52.415,12705700,46.2167
2015-08-20,50.60,51.095,49.555,49.72,3675500,43.8404
2015-08-19,52.58,52.58,50.765,50.82,4253300,44.8103
2015-08-18,52.965,53.185,52.085,52.085,2592300,45.9257
2015-08-17,53.515,53.515,52.80,53.02,1667700,46.7502
2015-08-14,52.91,54.065,52.91,53.13,2470500,46.8472
2015-08-13,53.075,53.515,52.80,53.24,3048900,46.9442
2015-08-12,54.175,54.45,52.80,53.24,4829300,46.9442
2015-08-11,55.55,55.715,54.67,54.89,2065700,48.399
2015-08-10,55.55,55.55,54.45,55.11,1995100,48.593
2015-08-07,54.56,56.045,54.56,55.66,1357500,49.078
2015-08-06,55.99,55.99,55.22,55.275,1771900,48.7385
2015-08-05,56.65,56.65,55.66,55.715,3083300,49.1265
2015-08-04,55.935,57.145,55.935,56.485,1945500,49.8054
2015-08-03,56.54,56.76,55.605,56.43,3433300,49.7569
2015-07-31,56.705,56.705,55.935,56.32,3383300,49.6599
2015-07-30,56.98,57.53,56.21,56.375,2299700,49.7084
2015-07-29,56.10,57.035,56.10,56.43,1328700,49.7569
2015-07-28,56.43,57.86,55.44,56.43,2522600,49.7569
2015-07-27,57.915,57.915,56.045,56.705,2264500,49.9994
2015-07-24,58.465,58.795,57.915,58.355,1198000,51.4543
2015-07-23,57.915,59.18,57.86,58.465,1414100,51.5513
2015-07-22,58.30,58.74,57.64,57.64,1454900,50.8238
2015-07-21,58.135,58.795,58.025,58.135,1917600,51.2603
2015-07-20,58.575,58.63,57.75,58.465,3434000,51.5513
2015-07-17,58.135,59.18,58.08,59.015,2311000,52.0362
2015-07-16,57.805,59.015,57.53,58.74,2366400,51.7938
2015-07-15,57.42,58.52,57.20,58.41,5235900,51.5028
2015-07-14,57.145,58.025,56.485,57.695,3298200,50.8723
2015-07-13,55.00,57.64,55.00,57.42,3969500,50.6299
2015-07-10,54.34,56.54,54.34,56.43,5197400,49.7569
2015-07-09,51.70,56.155,51.70,55.77,3266600,49.175
2015-07-08,55.11,55.495,52.47,53.90,6216700,47.5261
2015-07-07,56.76,57.53,55.77,56.375,2251900,49.7084
2015-07-06,58.685,58.685,55.33,56.76,4074100,50.0479
2015-07-03,59.18,59.18,57.475,57.97,1556700,51.1148
2015-07-02,60.995,60.995,58.19,58.30,5716200,51.4058
2015-07-01,58.355,58.355,58.355,58.355,000,51.4543
2015-06-30,57.365,58.905,56.925,58.355,2221900,51.4543
2015-06-29,58.30,58.74,56.10,57.53,3190400,50.7268
2015-06-26,59.235,59.235,58.08,58.685,2301700,51.7453
2015-06-25,59.18,59.51,58.85,59.235,1330400,52.2302
2015-06-24,59.18,59.84,59.18,59.675,1300900,52.6182
2015-06-23,58.905,59.40,58.52,59.07,2419700,52.0847
2015-06-22,58.41,59.29,58.135,58.905,2408800,51.9392
2015-06-19,58.96,59.235,58.19,58.41,3716100,51.5028
2015-06-18,59.95,59.95,58.135,58.685,2087500,51.7453
2015-06-17,57.86,59.40,57.805,59.125,3289100,52.1332
2015-06-16,58.30,58.685,57.86,58.025,2428900,51.1633
2015-06-15,58.30,59.125,58.08,58.30,1721700,51.4058
2015-06-12,59.18,59.18,58.30,58.905,6700100,51.9392
2015-06-11,58.08,58.685,57.585,58.355,2916500,51.4543
2015-06-10,59.125,59.345,57.31,57.75,4347800,50.9208
2015-06-09,59.29,59.565,58.30,58.355,4789600,51.4543
2015-06-08,60.39,60.995,59.455,59.565,4780100,52.5212
2015-06-05,62.70,62.70,60.61,60.94,5513300,53.7336
2015-06-04,63.36,63.58,60.775,62.645,5219000,55.237
