Date,Open,High,Low,Close,Volume,Adj Close
2016-04-01,4.77,4.77,4.63,4.67,55363400,4.67
2016-03-31,4.75,4.81,4.71,4.76,55223600,4.76
2016-03-30,4.75,4.80,4.74,4.78,51462000,4.78
2016-03-29,4.81,4.81,4.69,4.70,35547200,4.70
2016-03-28,4.74,4.74,4.74,4.74,000,4.74
2016-03-25,4.74,4.74,4.74,4.74,000,4.74
2016-03-24,4.84,4.84,4.69,4.74,56330200,4.74
2016-03-23,4.90,4.93,4.85,4.90,18909200,4.90
2016-03-22,4.94,4.94,4.85,4.90,17006400,4.90
2016-03-21,4.84,4.96,4.83,4.89,41335100,4.89
2016-03-18,4.83,4.91,4.81,4.87,45565500,4.87
2016-03-17,4.80,4.85,4.75,4.80,33040300,4.80
2016-03-16,4.77,4.77,4.66,4.71,22305100,4.71
2016-03-15,4.74,4.78,4.68,4.70,31076000,4.70
2016-03-14,4.68,4.78,4.68,4.74,29263300,4.74
2016-03-11,4.65,4.68,4.60,4.67,35602100,4.67
2016-03-10,4.65,4.67,4.58,4.63,18351000,4.63
2016-03-09,4.60,4.61,4.55,4.60,35827300,4.60
2016-03-08,4.72,4.72,4.59,4.65,27396900,4.65
2016-03-07,4.65,4.86,4.64,4.74,51349500,4.74
2016-03-04,4.62,4.69,4.56,4.63,60513600,4.63
2016-03-03,4.58,4.63,4.52,4.57,32058200,4.57
2016-03-02,4.46,4.58,4.44,4.53,51968100,4.53
2016-03-01,4.30,4.39,4.28,4.35,19925700,4.35
2016-02-29,4.39,4.39,4.25,4.29,35198400,4.29
2016-02-26,4.38,4.42,4.35,4.36,31693900,4.36
2016-02-25,4.37,4.38,4.26,4.29,30607200,4.29
2016-02-24,4.37,4.41,4.34,4.38,18176500,4.38
2016-02-23,4.38,4.42,4.34,4.40,24901400,4.40
2016-02-22,4.41,4.42,4.33,4.38,30419000,4.38
2016-02-19,4.39,4.39,4.29,4.33,32796400,4.33
2016-02-18,4.37,4.40,4.34,4.38,32950100,4.38
2016-02-17,4.33,4.39,4.25,4.26,33172400,4.26
2016-02-16,4.33,4.37,4.29,4.30,24285800,4.30
2016-02-15,4.12,4.30,4.10,4.27,34195000,4.27
2016-02-12,4.10,4.10,4.00,4.03,37276800,4.03
2016-02-11,4.32,4.32,4.10,4.11,36936100,4.11
2016-02-10,4.37,4.37,4.37,4.37,000,4.37
2016-02-09,4.37,4.37,4.37,4.37,000,4.37
2016-02-08,4.37,4.37,4.37,4.37,000,4.37
2016-02-05,4.44,4.44,4.26,4.37,22965800,4.37
2016-02-04,4.39,4.42,4.35,4.36,31046600,4.36
2016-02-03,4.38,4.38,4.26,4.35,60838700,4.35
2016-02-02,4.45,4.45,4.38,4.42,26132400,4.42
2016-02-01,4.50,4.54,4.40,4.43,33196600,4.43
2016-01-29,4.40,4.55,4.32,4.52,43690900,4.52
2016-01-28,4.42,4.46,4.35,4.40,38327400,4.40
2016-01-27,4.43,4.44,4.36,4.42,34605000,4.42
2016-01-26,4.37,4.43,4.33,4.35,37384000,4.35
2016-01-25,4.43,4.50,4.41,4.44,49863300,4.44
2016-01-22,4.40,4.46,4.34,4.43,58000300,4.43
2016-01-21,4.33,4.43,4.22,4.26,54896200,4.26
2016-01-20,4.36,4.43,4.25,4.32,50419000,4.32
2016-01-19,4.37,4.46,4.34,4.42,52411400,4.42
2016-01-18,4.40,4.45,4.34,4.35,47716600,4.35
2016-01-15,4.59,4.59,4.41,4.42,63879700,4.42
2016-01-14,4.57,4.61,4.51,4.58,42756300,4.58
2016-01-13,4.67,4.70,4.58,4.61,44745900,4.61
2016-01-12,4.60,4.66,4.56,4.58,26343600,4.58
2016-01-11,4.66,4.66,4.57,4.59,61190200,4.59
2016-01-08,4.74,4.74,4.59,4.68,48951300,4.68
2016-01-07,4.78,4.80,4.63,4.66,68287200,4.66
2016-01-06,4.88,4.88,4.81,4.84,29262700,4.84
2016-01-05,4.91,4.95,4.81,4.87,42950600,4.87
